episode,endured_step,shaped_return,success,actor_loss,critic_loss,total_loss
121,139,1.135366678237915,0,-0.033556342124938965,0.025972483679652214,-0.02650069259107113
122,135,1.2500734329223633,0,-0.0721515491604805,0.03526673838496208,-0.060626380145549774
123,78,0.4972043037414551,0,0.026791810989379883,0.012978291139006615,0.02706434391438961
124,69,0.5086828470230103,0,-0.009457857348024845,0.02063891477882862,-0.005205752793699503
125,75,0.5055252313613892,0,0.024624567478895187,0.010402635671198368,0.02378934621810913
126,143,1.1880173683166504,0,-0.007678138557821512,0.025442177429795265,-0.0010892492718994617
127,81,0.6905514597892761,0,0.0054383426904678345,0.021094946190714836,0.01012664195150137
128,173,1.5484744310379028,0,-0.023161888122558594,0.04289865866303444,-0.00780471321195364
129,161,1.2183897495269775,0,-0.0034442422911524773,0.012278339825570583,-0.0035317749716341496
130,80,0.5986838936805725,0,-0.0014834903413429856,0.013258146122097969,-0.0009028138592839241
131,243,2.260490894317627,0,-0.023471809923648834,0.07393764704465866,0.007269545923918486
132,62,0.2779250741004944,0,-0.004151515197008848,0.0375676266849041,0.008964098989963531
133,200,1.6649264097213745,0,-0.006154518108814955,0.03943800553679466,0.007428491488099098
134,26,0.17120841145515442,0,-0.014242053031921387,0.047068316489458084,0.004115946590900421
135,35,0.2857387065887451,0,-0.26752233505249023,0.03003292717039585,-0.2579038739204407
136,181,1.6330775022506714,0,-0.03470344468951225,0.03826199099421501,-0.02154349908232689
137,190,1.7668616771697998,0,-0.041153356432914734,0.039030324667692184,-0.027771297842264175
138,140,1.1642405986785889,0,-0.037166159600019455,0.011818971484899521,-0.0373326875269413
139,119,0.9269126653671265,0,-0.015452775172889233,0.0031067123636603355,-0.020043184980750084
140,81,0.6840614080429077,0,-0.04727831110358238,0.017416171729564667,-0.04457055777311325
141,44,0.23854029178619385,0,0.05056660994887352,0.05196354538202286,0.07125691324472427
142,162,1.3385316133499146,0,-0.019352372735738754,0.016695691272616386,-0.017183903604745865
143,71,0.5831581354141235,0,-0.05661870539188385,0.017518425360322,-0.0530683808028698
144,149,1.232398509979248,0,-0.013665778562426567,0.014935016632080078,-0.012405607849359512
145,184,1.5658833980560303,0,0.0008017491782084107,0.02792196348309517,0.008766858838498592
146,124,1.0553264617919922,0,0.0073755523189902306,0.021901549771428108,0.012297296896576881
147,104,0.724326491355896,0,-0.020033834502100945,0.025578366592526436,-0.013077575713396072
148,188,1.6196887493133545,0,-0.0074287233874201775,0.029213912785053253,0.001172178890556097
149,197,1.7178581953048706,0,-0.02901121787726879,0.039270322769880295,-0.015444515272974968
150,159,1.3335763216018677,0,-0.013364926911890507,0.026536380872130394,-0.006173631176352501
151,68,0.46155446767807007,0,0.0026960819959640503,0.028017893433570862,0.010810011997818947
152,288,2.54888916015625,0,-0.020225143060088158,0.059523701667785645,0.0034318394027650356
153,166,1.1610465049743652,0,-0.009906434454023838,0.008464343845844269,-0.011607503518462181
154,134,1.089429259300232,0,0.006604480091482401,0.019598338752985,0.01071675680577755
155,91,0.7865041494369507,0,-0.07647199183702469,0.017927680164575577,-0.07314836978912354
156,70,0.5802724361419678,0,-0.049076929688453674,0.023091929033398628,-0.04336308687925339
157,233,1.4356334209442139,0,-0.007157462649047375,0.011264637112617493,-0.007523368578404188
158,100,0.7689276337623596,0,0.01138799637556076,0.01681644469499588,0.014001640491187572
159,33,0.2241908609867096,0,-0.032706692814826965,0.039834920316934586,-0.01788289099931717
160,193,1.472157597541809,0,-0.03773593530058861,0.016856936737895012,-0.0352088138461113
161,39,0.2923600673675537,0,-0.07338745146989822,0.03231741487979889,-0.062380608171224594
162,75,0.5367093086242676,0,-0.02551962062716484,0.022356409579515457,-0.01994204893708229
163,154,1.3026556968688965,0,0.001457132282666862,0.023524535819888115,0.007294479291886091
164,183,1.4875751733779907,0,-0.010687915608286858,0.03477862477302551,0.0007735094986855984
165,263,2.2813031673431396,0,0.013260847888886929,0.06756483018398285,0.04112368822097778
166,172,1.385979175567627,0,0.029168708249926567,0.027844540774822235,0.037275366485118866
167,138,1.0503545999526978,0,-0.008153913542628288,0.015292893163859844,-0.006434787530452013
168,158,1.3344945907592773,0,-0.005346833728253841,0.020204197615385056,-0.0009241313673555851
169,267,2.1704142093658447,0,0.010638297535479069,0.047920528799295425,0.02870641089975834
170,219,1.9284858703613281,0,0.004564452450722456,0.04852085933089256,0.022807791829109192
171,116,1.0561213493347168,0,-0.03279513493180275,0.021683035418391228,-0.027731286361813545
172,178,1.610844612121582,0,-0.018056595697999,0.030416885390877724,-0.008612796664237976
173,201,1.7412083148956299,0,-0.002325576264411211,0.025469988584518433,0.00453210761770606
174,63,0.3941616117954254,0,-0.05398000776767731,0.0313388966023922,-0.04368693009018898
175,133,1.09549081325531,0,0.015686189755797386,0.029931053519248962,0.02487032860517502
176,223,1.7698578834533691,0,0.007900973781943321,0.02161363512277603,0.012797843664884567
177,428,3.762641668319702,0,-0.030184445902705193,0.0576629713177681,-0.007236116100102663
178,112,0.8960784077644348,0,0.004815756343305111,0.010105029679834843,0.003900263924151659
179,114,0.8983678817749023,0,-0.04712098464369774,0.022493476048111916,-0.04176311567425728
180,104,0.8531140089035034,0,-0.008054425939917564,0.02829742804169655,0.0002657645381987095
181,151,1.2375773191452026,0,-0.005579117685556412,0.01527167297899723,-0.0038473280146718025
182,375,3.041295289993286,0,-0.015553317032754421,0.03011356107890606,-0.006372327450662851
183,142,1.1715223789215088,0,-0.06063638627529144,0.014768533408641815,-0.05915476381778717
184,196,1.7835679054260254,0,-0.03248221054673195,0.028269020840525627,-0.02430444210767746
185,250,2.171435832977295,0,-0.0033522865269333124,0.02750689908862114,0.004367375280708075
186,133,0.9017487168312073,0,-0.008943806402385235,0.01612667180597782,-0.00687492685392499
187,197,1.811413049697876,0,-0.011222589761018753,0.016818348318338394,-0.008826320990920067
188,104,0.7953965663909912,0,-0.07938750833272934,0.017257651314139366,-0.07644547522068024
189,152,1.2242436408996582,0,-0.04301203787326813,0.0046460325829684734,-0.046530816704034805
190,126,1.077639102935791,0,-0.09499551355838776,0.008327043615281582,-0.09642832726240158
191,237,1.9210867881774902,0,-0.023266857489943504,0.02116057649254799,-0.018617138266563416
192,306,2.6962175369262695,0,0.00826462171971798,0.03583024814724922,0.02028747834265232
193,119,0.9701655507087708,0,-0.012845505960285664,0.0544232577085495,0.008526396006345749
194,151,1.2645153999328613,0,-0.021201588213443756,0.035311661660671234,-0.009282645769417286
195,213,1.914551854133606,0,-0.022280661389231682,0.01827101595699787,-0.018899457529187202
196,259,2.0454864501953125,0,0.003369125071913004,0.03390197828412056,0.0143431993201375
197,307,2.413740873336792,0,0.009518546052277088,0.027227351441979408,0.01716279610991478
198,104,0.8117471933364868,0,-0.01816520467400551,0.0643775537610054,0.008237781003117561
199,149,1.2060340642929077,0,-0.031061863526701927,0.03496324643492699,-0.01917165145277977
200,153,1.2128068208694458,0,-0.025844013318419456,0.03955261781811714,-0.011846611276268959
201,143,1.1133766174316406,0,0.013246824964880943,0.05225399136543274,0.033460479229688644
202,227,1.8275537490844727,0,-0.031994760036468506,0.027813298627734184,-0.024054236710071564
203,198,1.3613885641098022,0,-0.010153585113584995,0.032790280878543854,0.000533603597432375
204,141,1.212195873260498,0,-0.020383404567837715,0.01326014194637537,-0.019490903243422508
205,348,3.2181291580200195,0,-0.024041159078478813,0.0638413205742836,0.0021782973781228065
206,423,3.8965020179748535,0,-0.006532704923301935,0.08086706697940826,0.02798093482851982
207,149,1.3132840394973755,0,-0.06441313773393631,0.009769079275429249,-0.06513634324073792
208,173,1.3718739748001099,0,-0.02256668545305729,0.017828045412898064,-0.01939890906214714
209,173,1.4200615882873535,0,-0.0343460738658905,0.01541050337255001,-0.03224010393023491
210,179,1.5947803258895874,0,-0.02285880036652088,0.024865055456757545,-0.01619274541735649
211,131,1.088509202003479,0,-0.021566875278949738,0.019338123500347137,-0.017435111105442047
212,241,1.9994324445724487,0,-0.002736592898145318,0.022690733894705772,0.0025718039833009243
213,151,1.152098298072815,0,0.005047657527029514,0.007713006809353828,0.0031474013812839985
214,142,1.0427839756011963,0,-0.026146408170461655,0.012781479395925999,-0.025340808555483818
215,236,2.045017719268799,0,-0.03348831087350845,0.026872307062149048,-0.025794407352805138
216,78,0.61770099401474,0,-0.03689229488372803,0.048736896365880966,-0.017827875912189484
217,241,2.1589672565460205,0,-0.010107829235494137,0.02910616621375084,-0.001496344804763794
218,333,3.088649034500122,0,-0.01742166094481945,0.0490218885242939,0.0012324023991823196
219,249,1.8110243082046509,0,-0.02654169499874115,0.020857268944382668,-0.02189045026898384
220,209,1.8531694412231445,0,-0.012944153510034084,0.029850849881768227,-0.0039443583227694035
221,215,1.855139136314392,0,-0.016648299992084503,0.010041797533631325,-0.017483968287706375
222,394,3.4408226013183594,0,0.015224901959300041,0.04339867830276489,0.031255338340997696
223,187,1.7010791301727295,0,-0.02950584702193737,0.03030330315232277,-0.01996432989835739
224,207,1.9448661804199219,0,0.0022220092359930277,0.027848869562149048,0.010349392890930176
225,215,1.8235143423080444,0,-0.014621698297560215,0.016048641875386238,-0.012434365227818489
226,142,1.236200213432312,0,-0.0008347319671884179,0.02826138213276863,0.007425056770443916
227,362,3.19368577003479,0,-0.0017758443718776107,0.028994914144277573,0.007120809052139521
228,370,3.4560465812683105,0,-0.02692272886633873,0.03272514417767525,-0.016411805525422096
229,129,1.1120654344558716,0,-0.0105998944491148,0.005976998247206211,-0.013462898321449757
230,249,2.1928184032440186,0,-0.029885483905673027,0.021280275657773018,-0.02489994838833809
231,302,2.834062337875366,0,-0.028781795874238014,0.02669600583612919,-0.021248063072562218
232,164,1.44572114944458,0,-0.039852965623140335,0.02647445909678936,-0.032296836376190186
233,128,0.9750664830207825,0,-0.03254248946905136,0.0319288894534111,-0.022234369069337845
234,222,1.8395088911056519,0,0.006965097971260548,0.032416827976703644,0.017487049102783203
235,152,1.3840738534927368,0,-0.09439565986394882,0.04522836208343506,-0.07711005955934525
236,379,3.333606243133545,0,-0.017644193023443222,0.024105245247483253,-0.011228024959564209
237,161,1.4357411861419678,0,0.014196074567735195,0.01695546880364418,0.016883444041013718
238,170,1.3700616359710693,0,-0.03317791968584061,0.029041962698101997,-0.02430567890405655
239,264,2.4601051807403564,0,0.012818044982850552,0.023767536506056786,0.018900109454989433
240,251,2.038125514984131,0,-0.018432367593050003,0.029683420434594154,-0.009147806093096733
241,201,1.6157729625701904,0,0.013483593240380287,0.01788094826042652,0.016883423551917076
242,142,1.2359821796417236,0,-0.004002055618911982,0.01990591548383236,0.00023817596957087517
243,322,2.537311553955078,0,-0.019758660346269608,0.016504019498825073,-0.017020530998706818
244,413,3.8619441986083984,0,-0.0036521609872579575,0.04480989649891853,0.013266554102301598
245,99,0.7981963753700256,0,-0.02345386892557144,0.062403224408626556,0.002531551755964756
246,233,1.9806506633758545,0,-0.037406861782073975,0.018784919753670692,-0.03359941020607948
247,185,1.6105217933654785,0,-0.029700201004743576,0.020555732771754265,-0.025090813636779785
248,136,0.9510489702224731,0,-0.01578351855278015,0.03345468267798424,-0.004557961598038673
249,95,0.680518388748169,0,-0.023848192766308784,0.05261847376823425,-0.002587853465229273
250,137,1.0973113775253296,0,-0.023082613945007324,0.01789308898150921,-0.019661279395222664
251,227,1.9874638319015503,0,-0.011495648883283138,0.029692769050598145,-0.0025544902309775352
252,323,2.659674644470215,0,-0.019646339118480682,0.025889955461025238,-0.012294569984078407
253,149,1.1377840042114258,0,-0.023124614730477333,0.007281250786036253,-0.02519095502793789
254,302,2.7930314540863037,0,-0.014204290695488453,0.03891237825155258,-0.0004876148886978626
255,263,2.3942086696624756,0,-0.038845062255859375,0.027570875361561775,-0.030793871730566025
256,272,2.600140333175659,0,-0.005734250880777836,0.045198287814855576,0.011225000023841858
257,333,2.806410074234009,0,-0.0002482467098161578,0.045418400317430496,0.016700638458132744
258,238,2.004686117172241,0,0.0144129553809762,0.027388043701648712,0.022461898624897003
259,271,2.566767692565918,0,-0.04749443382024765,0.03575035557150841,-0.03522190824151039
260,162,1.4529225826263428,0,-0.0395202562212944,0.018848659470677376,-0.03582648187875748
261,194,1.7626309394836426,0,-0.04123999923467636,0.011776406317949295,-0.040939778089523315
262,275,2.6479074954986572,0,-0.0257264431566,0.030063355341553688,-0.01644609495997429
263,111,0.8940541744232178,0,0.02078818716108799,0.002908531576395035,0.01647026091814041
264,125,0.7970898747444153,0,0.019812915474176407,0.06894692033529282,0.04882855340838432
265,202,1.568989634513855,0,0.01857386901974678,0.016764026135206223,0.021438369527459145
266,466,3.9021735191345215,0,-0.02273385412991047,0.035833898931741714,-0.010437052696943283
267,220,1.6653145551681519,0,0.001494912663474679,0.008571229875087738,0.00025671301409602165
268,406,3.5359084606170654,0,-0.03792692720890045,0.026907406747341156,-0.030143553391098976
269,346,2.967355251312256,0,-0.016644995659589767,0.019786356016993523,-0.012458622455596924
270,182,1.6752676963806152,0,-0.039500392973423004,0.024613533169031143,-0.032914381474256516
271,500,5.609631538391113,1,-0.021993743255734444,0.07103362679481506,0.007891861721873283
272,300,2.6166536808013916,0,-0.029717756435275078,0.03057401068508625,-0.019953183829784393
273,153,1.2600295543670654,0,-0.045788463205099106,0.017462002113461494,-0.042674727737903595
274,131,1.11400306224823,0,-0.04885759577155113,0.05808299407362938,-0.025226010009646416
275,158,1.2236113548278809,0,-0.018490955233573914,0.025707239285111427,-0.011098751798272133
276,378,3.457406520843506,0,-0.019799312576651573,0.018204953521490097,-0.016386236995458603
277,201,1.6487067937850952,0,-0.013294107280671597,0.02453211322426796,-0.006595708429813385
278,141,1.1327770948410034,0,-0.04110774025321007,0.017840011045336723,-0.03746740147471428
279,170,1.5424234867095947,0,-0.013434998691082,0.006400612648576498,-0.015736036002635956
280,294,2.642043113708496,0,-0.047998733818531036,0.02356068231165409,-0.04180050268769264
281,234,1.8744267225265503,0,-0.02962360344827175,0.029379352927207947,-0.020478930324316025
282,451,3.9672257900238037,0,-0.03112061321735382,0.03090694732964039,-0.02137209102511406
283,137,1.0873794555664062,0,-0.0075881932862102985,0.03163168206810951,0.0029569510370492935
284,500,5.102714538574219,1,-0.03284770995378494,0.04714822769165039,-0.014783656224608421
285,158,1.3451250791549683,0,-0.027071813121438026,0.002407302614301443,-0.031215041875839233
286,114,0.8557283878326416,0,-0.03927742689847946,0.01322203129529953,-0.03760891035199165
287,105,0.8531154990196228,0,-0.048149317502975464,0.03871824964880943,-0.034076057374477386
288,207,1.751427412033081,0,-0.0066207898780703545,0.027893321588635445,0.0017023663967847824
289,291,2.5350911617279053,0,-0.010634064674377441,0.029227295890450478,-0.0014969371259212494
290,112,0.8074231147766113,0,-0.04573018103837967,0.0068645174615085125,-0.04746677353978157
291,371,2.944157600402832,0,-0.01982671208679676,0.035334888845682144,-0.007707723882049322
292,415,3.1142048835754395,0,-0.0038759270682930946,0.030432285740971565,0.005798115395009518
293,500,5.3335137367248535,1,-0.015346468426287174,0.05108821764588356,0.004667735192924738
294,232,1.8707537651062012,0,-0.029380468651652336,0.008877063170075417,-0.030360501259565353
295,412,3.202880382537842,0,0.0015829552430659533,0.027973242104053497,0.01005489006638527
296,353,3.1645572185516357,0,-0.026570381596684456,0.03160596638917923,-0.016517728567123413
297,403,3.533827066421509,0,-0.023066889494657516,0.038555510342121124,-0.00943896546959877
298,177,1.2486127614974976,0,-0.001906789606437087,0.04161318764090538,0.013544362969696522
299,153,1.343637228012085,0,-0.011025507934391499,0.025731945410370827,-0.0034530595876276493
300,317,2.9130189418792725,0,-0.011278885416686535,0.026439305394887924,-0.0036223246715962887
301,161,1.20228111743927,0,-0.01951226219534874,0.032179854810237885,-0.008645230904221535
302,205,1.9174563884735107,0,-0.029404085129499435,0.01732878014445305,-0.026528019458055496
303,147,1.1162296533584595,0,-0.04130837693810463,0.029880769550800323,-0.03178081661462784
304,456,3.5588457584381104,0,0.006691062357276678,0.021710408851504326,0.011984599754214287
305,110,0.9340648055076599,0,-0.04401936009526253,0.028073037043213844,-0.03522384911775589
306,205,1.8931151628494263,0,-0.022281009703874588,0.010760406032204628,-0.022721337154507637
307,400,3.1818032264709473,0,-0.014530959539115429,0.022427327930927277,-0.008738171309232712
308,327,3.0033280849456787,0,-0.0005987733020447195,0.03539707884192467,0.01142971869558096
309,300,2.7478132247924805,0,-0.03271810710430145,0.037237636744976044,-0.019926423206925392
310,137,1.1654847860336304,0,-0.04008868709206581,0.001951264450326562,-0.04456142336130142
311,217,1.980931043624878,0,-0.01097287330776453,0.023123351857066154,-0.005171573720872402
312,285,2.212064027786255,0,0.01090229582041502,0.021227501332759857,0.01600705087184906
313,280,2.2902090549468994,0,-0.006543887313455343,0.028729328885674477,0.0022767228074371815
314,270,2.3226020336151123,0,0.0007942358497530222,0.02955598570406437,0.01020917110145092
315,249,2.0082123279571533,0,-0.054337989538908005,0.013524684123694897,-0.053003162145614624
316,180,1.3031115531921387,0,-0.011086716316640377,0.01829979196190834,-0.00736993458122015
317,281,2.3064627647399902,0,0.009129251353442669,0.013014118187129498,0.010158615186810493
318,180,1.4733237028121948,0,-0.03241100162267685,0.03305015712976456,-0.021208684891462326
319,128,0.9922091364860535,0,-0.04678303003311157,0.00780680775642395,-0.048450905829668045
320,218,2.008244276046753,0,-0.026722531765699387,0.010910704731941223,-0.02671888656914234
