episode,endured_step,shaped_return,success,actor_loss,critic_loss,total_loss
1,12,0.08102358877658844,0,-0.020552312955260277,0.00043738121166825294,-0.027233244851231575
2,11,0.0759931355714798,0,-0.020809900015592575,0.005688863806426525,-0.024848120287060738
3,15,0.08593326061964035,0,-0.016902178525924683,9.91082561085932e-05,-0.023680631071329117
4,13,0.08142520487308502,0,-0.04799908772110939,0.001292022760026157,-0.054238468408584595
5,32,0.21124188601970673,0,-0.004858925938606262,0.00336631597019732,-0.01008065789937973
6,29,0.21504226326942444,0,0.004442218225449324,0.004101948346942663,-0.0003817947581410408
7,29,0.2018522024154663,0,-0.008900909684598446,0.004043831955641508,-0.013756254687905312
8,37,0.3064652383327484,0,0.012794784270226955,0.009329680353403091,0.010670067742466927
9,31,0.21428129076957703,0,-0.007525166030973196,0.0037003697361797094,-0.012438727542757988
10,44,0.37844279408454895,0,-0.02852584607899189,0.012400426901876926,-0.028886446729302406
11,41,0.3073015809059143,0,0.026070978492498398,0.005981625989079475,0.022417239844799042
12,15,0.08484847098588943,0,-0.01009100116789341,0.0019014411373063922,-0.016017410904169083
13,23,0.18056344985961914,0,0.004100307356566191,0.0014617450069636106,-0.001958455890417099
14,29,0.24084345996379852,0,-0.0037078014574944973,0.0019390445668250322,-0.009451000019907951
15,13,0.07676474004983902,0,-0.06211266294121742,0.003124311100691557,-0.06736083328723907
16,29,0.23099389672279358,0,0.01036292128264904,0.0025787579361349344,0.004928442183881998
17,23,0.18221110105514526,0,-0.027805620804429054,0.0017241134773939848,-0.03365951403975487
18,21,0.1213819682598114,0,-0.013598788529634476,0.005565808154642582,-0.017671456560492516
19,12,0.07567539066076279,0,0.0474761538207531,0.003126074792817235,0.04248958081007004
20,12,0.06313638389110565,0,-0.11860641092061996,0.0038445547688752413,-0.12335573881864548
21,51,0.44009989500045776,0,-0.0006739064701832831,0.007348165847361088,-0.003766471054404974
22,33,0.23454345762729645,0,-0.028609484434127808,0.007566638290882111,-0.031008411198854446
23,32,0.22101493179798126,0,-0.022563748061656952,0.003656637854874134,-0.027416551485657692
24,44,0.25134050846099854,0,-0.006520222406834364,0.006533456966280937,-0.01008102111518383
25,38,0.3077690899372101,0,-0.019806191325187683,0.0025663150008767843,-0.025109916925430298
26,50,0.37568527460098267,0,0.0038285451009869576,0.00699840672314167,0.0009506382048130035
27,79,0.6564310789108276,0,-0.00782710686326027,0.019262857735157013,-0.004948535934090614
28,52,0.359817236661911,0,0.00832610484212637,0.005019614938646555,0.004151244182139635
29,33,0.2313830405473709,0,-0.012206883169710636,0.003944585099816322,-0.016684820875525475
30,38,0.2895175516605377,0,0.011332075111567974,0.0032641259022057056,0.006353872828185558
31,131,1.1602402925491333,0,0.0015295252669602633,0.05834119766950607,0.024130260571837425
32,27,0.1981932520866394,0,-0.003768137190490961,0.004886775277554989,-0.007388874888420105
33,109,0.9467272162437439,0,-0.036535363644361496,0.03916338458657265,-0.02352152019739151
34,55,0.4323117434978485,0,0.011091967113316059,0.006019213702529669,0.007617124356329441
35,32,0.24867498874664307,0,-0.01294286735355854,0.003951904363930225,-0.01713130623102188
36,18,0.12059352546930313,0,0.00838734395802021,0.007050410844385624,0.005710849538445473
37,55,0.38845792412757874,0,-0.0057816775515675545,0.00629195524379611,-0.009174269624054432
38,20,0.14207634329795837,0,-0.0787348523736,0.006057648919522762,-0.0816648006439209
39,199,1.5263302326202393,0,-0.007883266545832157,0.0519280806183815,0.01163819245994091
40,78,0.6569974422454834,0,-0.015210423618555069,0.012736618518829346,-0.0153750479221344
41,30,0.2258950173854828,0,-0.027199991047382355,0.009560693986713886,-0.02855801209807396
42,58,0.49744555354118347,0,-0.0859581008553505,0.009263631887733936,-0.08737269043922424
43,71,0.5010427236557007,0,-0.0023609499912708998,0.007821970619261265,-0.005040882155299187
44,57,0.3699563443660736,0,0.059876758605241776,0.005854215007275343,0.05678307265043259
45,14,0.0752393901348114,0,-0.04282551258802414,0.008552012033760548,-0.044231027364730835
46,28,0.1505708247423172,0,0.039518922567367554,0.008071662858128548,0.03732709214091301
47,48,0.4143229126930237,0,-0.039294738322496414,0.004597660154104233,-0.043275874108076096
48,44,0.33736085891723633,0,-0.011221668682992458,0.004395891912281513,-0.015523135662078857
49,65,0.43446412682533264,0,0.0005194664117880166,0.007622978650033474,-0.002264581620693207
50,65,0.4487197995185852,0,0.03779957816004753,0.006766699254512787,0.034803494811058044
51,36,0.17396968603134155,0,0.05522017180919647,0.009553085081279278,0.05390217900276184
52,35,0.23731699585914612,0,0.004493325017392635,0.008867952972650528,0.002882236149162054
53,30,0.2167133390903473,0,-0.04682476446032524,0.0013237370876595378,-0.052346233278512955
54,43,0.3192109763622284,0,-0.027465764433145523,0.005190480034798384,-0.031050870195031166
55,42,0.3388676941394806,0,-0.0004889369010925293,0.006583007518202066,-0.0033778140787035227
56,22,0.12052682787179947,0,-0.03453821316361427,0.00114993576426059,-0.03990345820784569
57,67,0.5615723729133606,0,-0.045450594276189804,0.017221689224243164,-0.04308705776929855
58,23,0.13141487538814545,0,-0.003424367168918252,0.004112135618925095,-0.0072823986411094666
59,37,0.1887059211730957,0,0.03842686116695404,0.001859335694462061,0.03298086300492287
60,113,0.9674160480499268,0,-0.009612029418349266,0.05601675808429718,0.012095106765627861
61,46,0.3226684331893921,0,-0.012681743130087852,0.005535876844078302,-0.016249757260084152
62,77,0.6448531746864319,0,-0.004844750743359327,0.023514503613114357,0.0005142609588801861
63,30,0.16651827096939087,0,0.04208861663937569,0.0029902865644544363,0.03748349845409393
64,43,0.27813848853111267,0,0.01178650837391615,0.0031031393446028233,0.006861864123493433
65,23,0.14996832609176636,0,0.02047075890004635,0.0031284389551728964,0.016060911118984222
66,157,1.4218776226043701,0,0.007932562381029129,0.08469220995903015,0.04394427686929703
67,16,0.09965004026889801,0,-0.11424607038497925,0.003616537433117628,-0.1175876185297966
68,82,0.700132429599762,0,-0.0185030959546566,0.020376071333885193,-0.014791238121688366
69,39,0.20531535148620605,0,0.04786909744143486,0.0031861986499279737,0.04325435683131218
70,60,0.42760971188545227,0,0.0015810824697837234,0.006371049210429192,-0.0017669121734797955
71,68,0.4224938452243805,0,-0.011218251660466194,0.004295920953154564,-0.015347454696893692
72,20,0.13642820715904236,0,-0.2565706670284271,0.005152469035238028,-0.25962284207344055
73,70,0.5741397738456726,0,-0.0032861041836440563,0.009793497622013092,-0.0045972419902682304
74,162,1.4742742776870728,0,0.00016622630937490612,0.062331683933734894,0.02490871772170067
75,54,0.38197970390319824,0,-0.01240464299917221,0.006973001174628735,-0.015216810628771782
76,55,0.35801488161087036,0,0.028445150703191757,0.006748193874955177,0.025584712624549866
77,35,0.2461736500263214,0,-0.05950170382857323,0.00994060467928648,-0.06073055416345596
78,52,0.4568706452846527,0,-0.10325987637042999,0.004684759303927422,-0.10681406408548355
79,64,0.48937469720840454,0,-0.037255387753248215,0.007122159469872713,-0.03985367715358734
80,75,0.5535416603088379,0,0.02220085635781288,0.006389572285115719,0.019141795113682747
81,45,0.33808961510658264,0,-0.005972845014184713,0.009088155813515186,-0.007327519357204437
82,92,0.683771014213562,0,-0.0023803776130080223,0.010559114627540112,-0.003588622435927391
83,106,0.8015053272247314,0,0.029146144166588783,0.018931930884718895,0.03245944529771805
84,96,0.8564635515213013,0,-0.02448664791882038,0.021679483354091644,-0.019732296466827393
85,57,0.4162205159664154,0,-0.0030013928189873695,0.008992976509034634,-0.004597685765475035
86,77,0.5136598348617554,0,0.01261273492127657,0.004643109627068043,0.008710527792572975
87,36,0.2545587122440338,0,0.010566582903265953,0.013447210192680359,0.011285470798611641
88,136,1.1550774574279785,0,-0.005632339045405388,0.03463398292660713,0.0054137445986270905
89,113,0.9640719890594482,0,0.01544152945280075,0.02153790555894375,0.01992814801633358
90,227,1.9380406141281128,0,0.0018690525321289897,0.06123190000653267,0.02628522925078869
91,44,0.32255232334136963,0,-0.009521258994936943,0.008438552729785442,-0.011384585872292519
92,56,0.34725481271743774,0,0.033656902611255646,0.006689992267638445,0.030705293640494347
93,82,0.5199748873710632,0,0.03252476453781128,0.0117269242182374,0.032608479261398315
94,117,1.0212584733963013,0,-0.020909665152430534,0.023817099630832672,-0.015069415792822838
95,204,1.470082402229309,0,0.028303807601332664,0.023173267021775246,0.033880844712257385
96,66,0.5033100247383118,0,-0.012940256856381893,0.004593949764966965,-0.016970155760645866
97,36,0.25542083382606506,0,-0.04613102972507477,0.014454405754804611,-0.04503452405333519
98,138,1.0116360187530518,0,0.0015597239835187793,0.015862727537751198,0.0032932045869529247
99,106,0.7872623205184937,0,-0.03523422032594681,0.0071489401161670685,-0.03798351436853409
100,61,0.40787672996520996,0,-0.0062255277298390865,0.007003210950642824,-0.009045212529599667
101,41,0.2566426694393158,0,0.0037830444052815437,0.010778932832181454,0.0028182435780763626
102,22,0.13995647430419922,0,-0.15435965359210968,0.01791592501103878,-0.15083937346935272
103,41,0.3103257417678833,0,-0.07645764201879501,0.00967932678759098,-0.07737242430448532
104,110,0.850435733795166,0,0.024405479431152344,0.03162553161382675,0.03412047401070595
105,47,0.3344959616661072,0,-0.005599498748779297,0.0043695783242583275,-0.00939673837274313
106,22,0.1326977163553238,0,-0.06299824267625809,0.032791826874017715,-0.05182914435863495
107,124,0.9821725487709045,0,-0.007785035762935877,0.022600844502449036,-0.002634788863360882
108,70,0.4391205608844757,0,0.004581483080983162,0.0020343330688774586,-0.00046108290553092957
109,104,0.8621914982795715,0,-0.08374413102865219,0.02211211808025837,-0.07853016257286072
110,177,1.5168370008468628,0,-0.01700979471206665,0.052405185997486115,0.0029724715277552605
111,95,0.7534481883049011,0,-0.017673727124929428,0.021298198029398918,-0.0130071509629488
112,156,1.223968744277954,0,0.009269996546208858,0.058441027998924255,0.032275162637233734
113,41,0.18377715349197388,0,0.04471207782626152,0.03225937485694885,0.05481059104204178
114,107,0.9429272413253784,0,-0.027624523267149925,0.02877461537718773,-0.019264498725533485
115,73,0.41672706604003906,0,0.0552816204726696,0.023987693712115288,0.06113233417272568
116,196,1.7337034940719604,0,-0.030444039031863213,0.07755181938409805,0.0021746670827269554
117,93,0.7468704581260681,0,-0.023832954466342926,0.01670912280678749,-0.021510012447834015
118,57,0.3877553343772888,0,-0.01778412237763405,0.020257996395230293,-0.013738621957600117
119,193,1.6640031337738037,0,-0.020723313093185425,0.05874817445874214,0.002383025363087654
120,66,0.5032733082771301,0,-0.030671384185552597,0.016918953508138657,-0.028358440846204758
