episode,endured_step,in_goal_steps,success,goal_rate,avg_return
1,300,72,1,0.24,0.5862127234400925
2,300,82,1,0.2733333333333333,0.7377709610640226
3,300,222,1,0.74,1.151201951739163
4,300,0,0,0.0,0.21159013297415133
5,300,0,0,0.0,0.2501362648579631
6,300,42,1,0.14,0.5445630662497213
7,300,0,0,0.0,0.2637639617904238
8,300,137,1,0.45666666666666667,0.8597343728499093
9,300,0,0,0.0,0.24048723323371918
10,300,0,0,0.0,0.15531418759634258
11,300,142,1,0.47333333333333333,0.8854476082962648
12,300,92,1,0.30666666666666664,0.7341655736913182
13,300,0,0,0.0,0.19801127436530366
14,300,0,0,0.0,0.27294965930664544
15,300,0,0,0.0,0.3499032309025324
16,300,24,1,0.08,0.46305060476282933
17,300,0,0,0.0,0.2719287925272676
18,300,104,1,0.3466666666666667,0.744747651609858
19,300,2,1,0.006666666666666667,0.4490008686657948
20,300,130,1,0.43333333333333335,0.8380800500227636
21,300,0,0,0.0,0.21843255000420173
22,300,35,1,0.11666666666666667,0.516050095427424
23,300,0,0,0.0,0.2950508832643271
24,300,90,1,0.3,0.725772087712341
25,300,235,1,0.7833333333333333,1.1716405774713283
26,300,2,1,0.006666666666666667,0.4253270568988462
27,300,0,0,0.0,0.30106425913217955
28,300,0,0,0.0,0.10555140684824538
29,300,213,1,0.71,1.1260283079479807
30,300,118,1,0.3933333333333333,0.8067537956179288
31,300,0,0,0.0,0.15466086094510387
32,300,183,1,0.61,1.034318285739354
33,300,65,1,0.21666666666666667,0.5882930554179328
34,300,191,1,0.6366666666666667,1.0846612203300057
35,300,108,1,0.36,0.7675678962716099
36,300,187,1,0.6233333333333333,1.0350509503672636
37,300,0,0,0.0,0.32807255493359855
38,300,73,1,0.24333333333333335,0.6443725634383908
39,300,67,1,0.22333333333333333,0.5948956846677459
40,300,40,1,0.13333333333333333,0.47872656138839415
41,300,0,0,0.0,0.27117798496854056
42,300,0,0,0.0,0.2566423692205607
43,300,35,1,0.11666666666666667,0.44149057925817137
44,300,189,1,0.63,1.0183529238712816
45,300,97,1,0.3233333333333333,0.67634808431233
46,300,0,0,0.0,0.1067158448685706
47,300,22,1,0.07333333333333333,0.39317022981534827
48,300,98,1,0.32666666666666666,0.723398070879584
49,300,106,1,0.35333333333333333,0.7736033100788705
50,300,0,0,0.0,0.29838260760785085
51,300,0,0,0.0,0.2270909731244627
52,300,0,0,0.0,0.3501360364160806
53,300,262,1,0.8733333333333333,1.299326090469285
54,300,148,1,0.49333333333333335,0.9418398898433219
55,300,29,1,0.09666666666666666,0.41809004131016464
56,300,0,0,0.0,0.12270522889951134
57,300,70,1,0.23333333333333334,0.5646535917259418
58,300,122,1,0.4066666666666667,0.824464064252245
59,300,99,1,0.33,0.6715788239982895
60,300,167,1,0.5566666666666666,0.9456668540066218
61,300,141,1,0.47,0.8800537926942661
62,300,78,1,0.26,0.6031576583823072
63,300,108,1,0.36,0.7173059610828764
64,300,0,0,0.0,0.30943971666269193
65,300,137,1,0.45666666666666667,0.9079349653334877
66,300,8,1,0.02666666666666667,0.31334898361223457
67,300,154,1,0.5133333333333333,0.9368019868099948
68,300,88,1,0.29333333333333333,0.6498090347813773
69,300,72,1,0.24,0.6174483122722186
70,300,93,1,0.31,0.7135930877663176
71,300,132,1,0.44,0.8695452795899988
72,300,0,0,0.0,0.07808819746727733
73,300,169,1,0.5633333333333334,0.9312574316742797
74,300,0,0,0.0,0.28521366400452136
75,300,202,1,0.6733333333333333,1.061099600961199
76,300,0,0,0.0,0.20826588544709168
77,300,77,1,0.25666666666666665,0.6109878298072051
78,300,156,1,0.52,0.9207550908643646
79,300,0,0,0.0,0.07957223410255891
80,300,0,0,0.0,0.14306759649747286
81,300,155,1,0.5166666666666667,0.8955384388568405
82,300,0,0,0.0,0.2860173801670225
83,300,200,1,0.6666666666666666,1.0699646065507582
84,300,6,1,0.02,0.34097277713881347
85,300,225,1,0.75,1.1545420224775311
86,300,73,1,0.24333333333333335,0.6075005398005401
87,300,73,1,0.24333333333333335,0.6487011817004222
88,300,194,1,0.6466666666666666,1.0514310284718724
89,300,83,1,0.27666666666666667,0.6392497195445779
90,300,126,1,0.42,0.7855830871714994
91,300,161,1,0.5366666666666666,0.9348695413069993
92,300,94,1,0.31333333333333335,0.6790946084592497
93,300,0,0,0.0,0.29076021022915866
94,300,187,1,0.6233333333333333,1.0262426704754588
95,300,85,1,0.2833333333333333,0.681547512899339
96,300,62,1,0.20666666666666667,0.5434809470988148
97,300,75,1,0.25,0.5834285627513701
98,300,0,0,0.0,0.24055340677973877
99,300,111,1,0.37,0.7435127248517823
100,300,64,1,0.21333333333333335,0.49382275784404517
101,300,17,1,0.056666666666666664,0.40725057136328935
102,300,234,1,0.78,1.16529182254109
103,300,149,1,0.49666666666666665,0.8635202919377095
104,300,53,1,0.17666666666666667,0.5324396953118408
105,300,0,0,0.0,0.24174879335610996
106,121,0,0,0.0,0.01717932516628216
107,300,32,1,0.10666666666666667,0.39972185087417045
108,300,59,1,0.19666666666666666,0.5614864428806754
109,300,124,1,0.41333333333333333,0.7485208026182925
110,300,71,1,0.23666666666666666,0.5285552917958065
111,300,234,1,0.78,1.1380354078710782
112,300,209,1,0.6966666666666667,1.087637613405611
113,300,170,1,0.5666666666666667,1.0121700184547708
114,300,80,1,0.26666666666666666,0.5907594894744921
115,300,52,1,0.17333333333333334,0.4986895105773447
116,300,173,1,0.5766666666666667,0.9566069836946556
117,300,85,1,0.2833333333333333,0.6098335211126119
118,300,0,0,0.0,0.11126518701827216
119,300,42,1,0.14,0.44785129446506244
120,256,0,0,0.0,0.043343470229873754
121,300,150,1,0.5,0.8877783920219853
122,300,41,1,0.13666666666666666,0.45467211512337846
123,300,78,1,0.26,0.5801520113524878
124,300,24,1,0.08,0.38992455013318317
125,300,35,1,0.11666666666666667,0.47079124009095685
126,300,184,1,0.6133333333333333,1.0332760591252559
127,300,128,1,0.4266666666666667,0.849880091513376
128,300,91,1,0.30333333333333334,0.6112381106652769
129,300,159,1,0.53,0.9410588545144435
130,300,140,1,0.4666666666666667,0.8634729238290217
131,300,39,1,0.13,0.49838643339854344
132,300,199,1,0.6633333333333333,1.0785755540622353
133,300,91,1,0.30333333333333334,0.5925453860925066
134,300,0,0,0.0,0.29383279239958254
135,300,175,1,0.5833333333333334,0.9665868416720896
136,300,226,1,0.7533333333333333,1.152862162221625
137,300,41,1,0.13666666666666666,0.5384976972732374
138,300,136,1,0.4533333333333333,0.8255283631661826
139,300,112,1,0.37333333333333335,0.8182468246534659
140,300,100,1,0.3333333333333333,0.7098070479437226
141,300,0,0,0.0,0.1046339850576535
142,300,255,1,0.85,1.225760125133752
143,300,183,1,0.61,0.988673161905668
144,300,62,1,0.20666666666666667,0.4740069763897806
145,300,145,1,0.48333333333333334,0.8989014955012137
146,300,57,1,0.19,0.5706566407779253
147,300,60,1,0.2,0.4960914873752037
148,300,69,1,0.23,0.5822439387443731
149,300,107,1,0.3566666666666667,0.7641169316859413
150,300,142,1,0.47333333333333333,0.9045733279218314
151,300,84,1,0.28,0.6830875230045125
152,300,209,1,0.6966666666666667,1.0878744453253055
153,300,59,1,0.19666666666666666,0.5244877618933093
154,300,133,1,0.44333333333333336,0.8183346270442468
155,300,172,1,0.5733333333333334,1.0066564927015644
156,300,188,1,0.6266666666666667,1.00158974315379
157,300,208,1,0.6933333333333334,1.0781919592245477
158,300,102,1,0.34,0.6224183532278453
159,300,13,1,0.043333333333333335,0.40553601193597655
160,300,58,1,0.19333333333333333,0.6074270040188716
161,300,181,1,0.6033333333333334,1.0034730432262098
162,300,271,1,0.9033333333333333,1.301003261600359
163,300,0,0,0.0,0.13322581051122534
164,300,183,1,0.61,1.0185333889632824
165,300,138,1,0.46,0.8353047916161745
166,300,149,1,0.49666666666666665,0.859861163710565
167,300,132,1,0.44,0.8570097592937752
168,300,120,1,0.4,0.8372061560427019
169,300,195,1,0.65,1.0226128933761
170,300,60,1,0.2,0.5078635983424582
171,300,195,1,0.65,1.0743875472299893
172,300,235,1,0.7833333333333333,1.1901704826212025
173,300,205,1,0.6833333333333333,1.100205173049735
174,300,83,1,0.27666666666666667,0.586193209939571
175,300,143,1,0.4766666666666667,0.8830325048610638
