episode,endured_step,in_goal_steps,success,goal_rate,avg_return
1,90,0,0,0.0,0.040968376059640835
2,196,5,1,0.025510204081632654,0.2636804036609537
3,164,0,0,0.0,0.2794100070936353
4,237,24,1,0.10126582278481013,0.3186658789692938
5,165,0,0,0.0,0.06435455083204211
6,103,0,0,0.0,0.00932398707773076
7,88,0,0,0.0,-0.0021107434286308335
8,136,0,0,0.0,0.16885369682944273
9,114,0,0,0.0,-0.0107939107099294
10,240,0,0,0.0,0.1262592051906688
11,104,0,0,0.0,0.10118923464994053
12,251,0,0,0.0,0.13643142850439252
13,178,0,0,0.0,0.008442143197078575
14,300,0,0,0.0,0.23379211152654794
15,247,0,0,0.0,0.20393600562206804
16,270,0,0,0.0,0.13480257926581232
17,293,12,1,0.040955631399317405,0.2410105677497007
18,300,0,0,0.0,0.2052103637429378
19,110,0,0,0.0,0.09259606028472091
20,147,0,0,0.0,0.09696709260102805
21,91,0,0,0.0,-0.00993630041169415
22,78,0,0,0.0,0.04156459586803654
23,287,0,0,0.0,0.20128661029599237
24,97,0,0,0.0,0.0746284562479399
25,127,0,0,0.0,0.13788927440629656
26,86,0,0,0.0,0.030141038747232052
27,66,0,0,0.0,0.0007643842395386853
28,83,0,0,0.0,-0.0017821340755056843
29,101,0,0,0.0,0.11780494881736704
30,202,0,0,0.0,0.10152371789526006
31,257,0,0,0.0,0.11044978285724939
32,134,0,0,0.0,0.09982772827994324
33,112,0,0,0.0,0.11845342850546817
34,137,0,0,0.0,0.2169000954191707
35,217,0,0,0.0,0.21699584533918334
36,300,0,0,0.0,0.17316536125894277
37,236,26,1,0.11016949152542373,0.326175199621308
38,162,0,0,0.0,0.2283270375539827
39,202,0,0,0.0,0.24371600209995997
40,64,0,0,0.0,0.003923024589948601
41,241,0,0,0.0,0.048639829267111016
42,255,0,0,0.0,0.16615824916841812
43,76,0,0,0.0,0.007294860011402425
44,94,0,0,0.0,0.10859178822562149
45,73,0,0,0.0,0.022173716238834285
46,217,0,0,0.0,0.0740337767217692
47,133,0,0,0.0,0.02571119082162673
48,126,0,0,0.0,0.04426811173029049
49,300,0,0,0.0,0.2433158281143848
50,199,0,0,0.0,0.0832437478820757
51,35,0,0,0.0,-0.09108416540593396
52,86,0,0,0.0,-1.0880781016104436e-05
53,211,28,1,0.13270142180094788,0.3232506852832555
54,190,0,0,0.0,0.24010617838527223
55,126,0,0,0.0,0.08654117856812096
56,45,0,0,0.0,-0.03978990646266446
57,146,0,0,0.0,0.05757657357761547
58,163,0,0,0.0,0.1452889158778588
59,102,0,0,0.0,0.03626526281360579
60,85,0,0,0.0,0.053469215598610176
61,82,0,0,0.0,0.053978880732613324
62,56,0,0,0.0,-0.00632173936259666
63,300,0,0,0.0,0.1500597975204358
64,274,0,0,0.0,0.13862884936560693
65,110,0,0,0.0,0.13096558023933752
66,186,0,0,0.0,0.11177884696221474
67,204,0,0,0.0,0.27317836804048273
68,112,0,0,0.0,0.0527229995297707
69,216,0,0,0.0,0.18017867942968088
70,162,0,0,0.0,0.23941688582966114
71,132,0,0,0.0,0.11882010387260485
72,61,0,0,0.0,-0.016708634102917688
73,70,0,0,0.0,0.02608956553470404
74,77,0,0,0.0,-0.022584096190856728
75,181,27,1,0.14917127071823205,0.3877088889867406
76,280,0,0,0.0,0.19266539678364744
77,277,2,1,0.007220216606498195,0.21083476561770825
78,184,0,0,0.0,0.170835085869037
79,237,0,0,0.0,0.03985862733526198
80,50,0,0,0.0,-0.029284695537934002
81,257,0,0,0.0,0.08617061526997638
82,212,0,0,0.0,0.03249548972472747
83,171,0,0,0.0,0.18616233758319567
84,85,0,0,0.0,0.013517099689349516
85,132,0,0,0.0,0.09970038895193245
86,196,0,0,0.0,0.2182907498382412
87,201,0,0,0.0,0.18523943864994527
88,116,0,0,0.0,0.07221381198534796
89,78,0,0,0.0,0.015582343247624217
90,104,0,0,0.0,0.06545498579538576
91,102,0,0,0.0,0.0648872043686953
92,248,0,0,0.0,0.10554288123512025
93,31,0,0,0.0,-0.11235319300185934
94,157,0,0,0.0,0.07498121458562751
95,101,0,0,0.0,0.058647078496067956
96,58,0,0,0.0,-0.01650788515778772
97,56,0,0,0.0,-0.010499226008548832
98,300,0,0,0.0,0.2310432951817671
99,130,0,0,0.0,0.013175649781221429
100,300,28,1,0.09333333333333334,0.3235707945829352
101,112,0,0,0.0,0.056110189209440386
102,117,0,0,0.0,0.16112393710531647
103,142,0,0,0.0,0.04435031191873764
104,105,0,0,0.0,0.03966542753970013
105,108,0,0,0.0,0.01565196892523634
106,36,0,0,0.0,-0.09338835667000785
107,60,0,0,0.0,-0.007265906041080742
108,198,0,0,0.0,0.20669483943525715
109,69,0,0,0.0,0.020645436190744958
110,42,0,0,0.0,-0.06017723226721765
111,166,0,0,0.0,0.24910183459507587
112,101,0,0,0.0,0.11204246668823806
113,300,0,0,0.0,0.1293981859500565
114,188,0,0,0.0,0.04180623236263234
115,92,0,0,0.0,-0.008689697321666386
116,127,0,0,0.0,0.06768299732097874
117,249,0,0,0.0,0.21055794127284352
118,195,0,0,0.0,0.10216292941484312
119,29,0,0,0.0,-0.11072854458399778
120,105,0,0,0.0,-0.005773231797112474
121,297,22,1,0.07407407407407407,0.24588533417467245
122,50,0,0,0.0,-0.03346357438393799
123,104,0,0,0.0,0.004451466186635953
124,163,0,0,0.0,0.04178087890086009
125,56,0,0,0.0,-0.03056718423174411
