episode,endured_step,in_goal_steps,success,goal_rate,avg_return
1,100,0,0,0.0,0.0435223903135045
2,191,11,1,0.05759162303664921,0.306144401738842
3,223,26,1,0.11659192825112108,0.3122769998180671
4,300,0,0,0.0,0.1119916298992669
5,62,0,0,0.0,-0.0030447454561796845
6,112,0,0,0.0,0.009451813246787335
7,273,0,0,0.0,0.20956922055422136
8,187,27,1,0.1443850267379679,0.39803565083794573
9,121,0,0,0.0,0.032425965495990354
10,281,0,0,0.0,0.20453570982739744
11,139,0,0,0.0,0.11068249724417706
12,178,0,0,0.0,0.08720471129512054
13,54,0,0,0.0,-0.04440538120345376
14,82,0,0,0.0,0.016736503136416652
15,269,0,0,0.0,0.16763047487143468
16,195,0,0,0.0,0.2320358567234577
17,75,0,0,0.0,0.014815833363353442
18,176,24,1,0.13636363636363635,0.38538416808834897
19,157,0,0,0.0,0.17882212353687235
20,300,0,0,0.0,0.21529280663551978
21,82,0,0,0.0,-0.021156501369753406
22,124,0,0,0.0,0.03856693118694534
23,284,0,0,0.0,0.14590947470539742
24,114,0,0,0.0,0.07803518812189805
25,118,0,0,0.0,0.09265212542429552
26,124,0,0,0.0,0.04864393597081915
27,300,0,0,0.0,0.08457570961102005
28,109,0,0,0.0,0.0030512897619766376
29,175,0,0,0.0,0.07922261774511166
30,165,0,0,0.0,0.09054858450761064
31,300,0,0,0.0,0.1403741481548603
32,120,0,0,0.0,0.09804038318889645
33,188,0,0,0.0,0.16635418210616876
34,247,0,0,0.0,0.1424601077850723
35,182,0,0,0.0,0.2550581938581396
36,272,21,1,0.07720588235294118,0.2293234750251465
37,93,0,0,0.0,0.037142444458745594
38,254,26,1,0.10236220472440945,0.2946731409142357
39,207,3,1,0.014492753623188406,0.2831630125642353
40,70,0,0,0.0,0.004537794262879378
41,193,0,0,0.0,0.13712512888007022
42,232,27,1,0.11637931034482758,0.3520671680513697
43,70,0,0,0.0,-0.004857916357700644
44,160,0,0,0.0,0.07993820419177335
45,124,0,0,0.0,0.05480891771127286
46,66,0,0,0.0,-0.036421316808236744
47,68,0,0,0.0,0.0041895584321695505
48,130,0,0,0.0,0.07379716309200546
49,175,0,0,0.0,0.08905998321909525
50,77,0,0,0.0,0.026781218342837476
51,43,0,0,0.0,-0.07393919053135505
52,99,0,0,0.0,0.021715297842953046
53,154,7,1,0.045454545454545456,0.28294666434265875
54,172,0,0,0.0,0.18911959035001277
55,104,0,0,0.0,0.05754023525273266
56,53,0,0,0.0,-0.02702312121835367
57,269,0,0,0.0,0.2517750162987407
58,300,0,0,0.0,0.2517599060911875
59,114,0,0,0.0,0.09667375080520452
60,82,0,0,0.0,0.05700307147987322
61,74,0,0,0.0,0.04582283836194023
62,54,0,0,0.0,-0.00719892618248203
63,144,0,0,0.0,0.021153971271968813
64,260,0,0,0.0,0.11538271080268721
65,300,0,0,0.0,0.11305382168284957
66,112,0,0,0.0,0.04879897454032023
67,202,0,0,0.0,0.27106247262357314
68,109,0,0,0.0,0.031815148668634816
69,300,0,0,0.0,0.1625264301754938
70,300,27,1,0.09,0.28660351823352137
71,110,0,0,0.0,0.094229634080139
72,140,0,0,0.0,0.01138437206990175
73,275,0,0,0.0,0.03523369262667962
74,116,0,0,0.0,-0.0012446144284346443
75,204,19,1,0.09313725490196079,0.361401468381281
76,251,0,0,0.0,0.23365370989562512
77,193,0,0,0.0,0.1690634966083958
78,134,0,0,0.0,0.15426542771012894
79,73,0,0,0.0,-0.004846306577134906
80,45,0,0,0.0,-0.038237225040443246
81,237,0,0,0.0,0.1581083504710073
82,73,0,0,0.0,-0.008168233036343424
83,217,0,0,0.0,0.176734956436216
84,86,0,0,0.0,-0.009758663933288007
85,107,0,0,0.0,0.12974461956482125
86,244,0,0,0.0,0.21288659862090803
