episode,endured_step,episode_return,in_goal_steps,success,epsilon,td_loss
1,153,9.52386554830023,0,0,0.998183125,0.0
2,218,78.71979029331932,23,1,0.995594375,0.0
3,185,36.53461093559701,0,0,0.9933975,0.0
4,275,90.72836547875174,24,1,0.990131875,0.0
5,170,1.5038778195757585,0,0,0.988113125,0.0
6,76,0.7984797327879427,0,0,0.987210625,0.0
7,74,0.3023575749478429,0,0,0.986331875,0.0
8,196,24.10520557842353,0,0,0.984004375,0.0
9,189,20.3123844951577,0,0,0.98176,0.0
10,134,1.9818915795661178,0,0,0.98016875,0.0
11,112,10.28170734490102,0,0,0.97883875,0.0
12,105,10.17553826655842,0,0,0.977591875,0.0
13,78,-2.423737849336382,0,0,0.976665625,0.0
14,142,13.402883008817081,0,0,0.974979375,0.0
15,250,87.89362399881739,22,1,0.972010625,0.0
16,130,13.344556695805002,0,0,0.970466875,0.0
17,83,2.6511445609568494,0,0,0.96948125,0.0
18,182,51.360010068533796,10,1,0.96732,0.0
19,106,11.193626765634939,0,0,0.96606125,0.0
20,126,11.378032633391088,0,0,0.964565,0.0
21,89,-1.565927460488826,0,0,0.963508125,0.0
22,118,4.066658820375922,0,0,0.962106875,0.0
23,243,74.16429879534921,17,1,0.95922125,0.0
24,99,8.602284309744153,0,0,0.958045625,0.0
25,300,59.466036302364586,0,0,0.954483125,0.0
26,85,1.7977330751820713,0,0,0.95347375,0.0
27,61,-0.0035838581060989583,0,0,0.952749375,0.0
28,68,-2.0099882912652642,0,0,0.951941875,0.0
29,184,15.764935181960853,0,0,0.9497568750000001,0.0
30,157,28.330309209074706,0,0,0.9478925,0.0
31,291,24.715076008453057,0,0,0.944436875,0.0
32,141,14.298775952711917,0,0,0.9427625,0.0
33,165,20.43043762946939,0,0,0.940803125,0.0
34,161,33.981405104767326,0,0,0.93889125,0.04357866350985861
35,184,23.49563049755766,0,0,0.93670625,0.03365637836712109
36,152,33.746718211988515,0,0,0.93490125,0.031907075538152925
37,177,7.64620092201176,0,0,0.932799375,0.033905245680730306
38,169,35.69526359966541,0,0,0.9307925,0.03223983918112763
39,261,67.64395064573634,0,0,0.927693125,0.033734366768289545
40,114,7.675010896920547,0,0,0.926339375,0.027649247510309675
41,259,52.420781289764776,0,0,0.92326375,0.030027797111466484
42,147,16.009622156382736,0,0,0.921518125,0.02702929130335636
43,125,2.3366280793438934,0,0,0.92003375,0.034630491819698364
44,211,28.841224180529068,0,0,0.917528125,0.029480950381210673
45,117,8.786463547494956,0,0,0.91613875,0.030409900747681372
46,269,6.079547902664451,0,0,0.912944375,0.027948580041560638
47,300,69.5569225182061,0,0,0.909381875,0.029678936654818244
48,91,3.763386747723053,0,0,0.9083012500000001,0.02848903609600921
49,87,5.414112889671477,0,0,0.907268125,0.02935357261703339
50,134,7.622224631917088,0,0,0.905676875,0.025907484977419223
51,35,-3.18750848089262,0,0,0.90526125,0.03013602834793606
52,120,0.16772142432073878,0,0,0.90383625,0.03036090444365982
53,204,65.42175594304058,26,1,0.90141375,0.0278334753409795
54,182,45.39915526656074,0,0,0.8992525,0.02951361976562651
