episode,endured_step,episode_return,in_goal_steps,success,epsilon,td_loss
1,81,4.2546157067769155,0,0,0.999038125,0.0
2,244,66.70908022063367,24,1,0.996140625,0.0
3,201,53.443645317195745,17,1,0.99375375,0.0
4,300,58.15372823996613,0,0,0.99019125,0.0
5,182,13.856951076043147,0,0,0.98803,0.0
6,75,0.734035069328483,0,0,0.987139375,0.0
7,89,0.6312786626473237,0,0,0.9860825,0.0
8,251,51.91369847517802,0,0,0.983101875,0.0
9,227,29.01705307648316,0,0,0.98040625,0.0
10,230,26.876941610434876,0,0,0.977675,0.0
11,93,9.699242923245528,0,0,0.976570625,0.0
12,144,22.231520599061312,0,0,0.974860625,0.0
13,53,-2.4320042141594143,0,0,0.97423125,0.0
14,126,10.128326323887993,0,0,0.972735,0.0
15,144,21.577816178575226,0,0,0.971025,0.0
16,213,83.35328824985473,28,1,0.968495625,0.0
17,244,37.02210727000191,0,0,0.965598125,0.0
18,300,59.62619811989218,0,0,0.962035625,0.0
19,94,8.134320020259477,0,0,0.960919375,0.0
20,153,23.25199094307209,0,0,0.9591025,0.0
21,300,16.21938092900946,0,0,0.9555400000000001,0.0
22,132,4.549998659965608,0,0,0.9539725,0.0
23,228,57.21560067353217,0,0,0.951265,0.0
24,88,5.4010471740258525,0,0,0.95022,0.0
25,148,12.77550765446085,0,0,0.9484625,0.0
26,145,7.360286823620426,0,0,0.946740625,0.0
27,173,4.974692032878285,0,0,0.94468625,0.0
28,92,0.6924260433792444,0,0,0.94359375,0.0
29,191,14.913532688382611,0,0,0.941325625,0.0
30,107,11.118560534467523,0,0,0.940055,0.041695392462519965
31,106,4.1254430119975884,0,0,0.93879625,0.03022306390932568
32,147,13.73728813455466,0,0,0.937050625,0.03289046531327728
33,109,9.963799566009772,0,0,0.93575625,0.026539647416638876
34,158,44.40548254692511,0,0,0.93388,0.026829034683723416
35,168,22.674910580697006,0,0,0.931885,0.029998327825783884
36,178,69.38024404374185,28,1,0.9297712499999999,0.0286611182827063
37,78,3.077555754758216,0,0,0.928845,0.029898982221941248
38,149,28.280082365437885,0,0,0.927075625,0.03000067257722402
39,173,43.89074021016149,0,0,0.92502125,0.028785798592342204
40,168,4.120763085893098,0,0,0.92302625,0.028865485516213256
41,127,3.9277338879600583,0,0,0.921518125,0.027132476217069434
42,300,89.5649005346823,15,1,0.917955625,0.026223438302404246
43,115,1.5138869206634915,0,0,0.91659,0.03301130242964617
44,126,14.744334047189344,0,0,0.91509375,0.025144206018127974
45,114,3.1828392452628,0,0,0.91374,0.030775355838909092
46,231,25.963528198083807,0,0,0.910996875,0.027885402952173715
47,71,0.16361299909582527,0,0,0.91015375,0.03019427245853364
48,81,3.3303189371166546,0,0,0.909191875,0.024307897832549327
49,91,5.753634411641824,0,0,0.90811125,0.027021964426999296
50,211,5.52022826090921,0,0,0.905605625,0.02522166699537416
51,35,-3.28598493825971,0,0,0.90519,0.027042757664873664
