episode,endured_step,in_goal_steps,success,goal_rate,avg_return
1,300,0,0,0.0,0.16137858593647048
2,300,0,0,0.0,0.3290513941233279
3,300,0,0,0.0,0.5819877524867174
4,300,0,0,0.0,0.12138958488658434
5,300,0,0,0.0,0.08206581636053055
6,300,0,0,0.0,0.20092477297410255
7,300,0,0,0.0,0.11639963825345703
8,300,0,0,0.0,0.2811829655975442
9,300,0,0,0.0,0.12290116597572928
10,300,0,0,0.0,0.141896606436331
11,300,0,0,0.0,0.2696514737448279
12,300,0,0,0.0,0.2861819397520746
13,300,0,0,0.0,0.08007355857127038
14,300,0,0,0.0,0.10617163419379483
15,300,0,0,0.0,0.1837949485610729
16,300,0,0,0.0,0.24508103339536755
17,300,0,0,0.0,0.12919204963111772
18,300,0,0,0.0,0.32511039853296725
19,300,0,0,0.0,0.3152752398236008
20,300,0,0,0.0,0.4099350394436105
21,300,0,0,0.0,0.09605263784693051
22,300,0,0,0.0,0.1900791885841552
23,300,0,0,0.0,0.19043502571867366
24,300,0,0,0.0,0.2484257589402805
25,300,0,0,0.0,0.4535905936981413
26,300,0,0,0.0,0.23105029666573543
27,300,0,0,0.0,0.14281373322698013
28,300,0,0,0.0,0.08520195693253814
29,300,0,0,0.0,0.295402364383437
30,300,0,0,0.0,0.4134394190463282
31,300,0,0,0.0,0.15174640835642828
32,300,67,1,0.22333333333333333,0.659146700295802
33,300,0,0,0.0,0.19754683217839908
34,300,212,1,0.7066666666666667,1.1389791633933728
35,300,0,0,0.0,0.39823566931254156
36,300,0,0,0.0,0.37559904561736973
37,300,0,0,0.0,0.1438050008934435
38,300,0,0,0.0,0.21691150450292487
39,300,0,0,0.0,0.2773877399643945
40,300,0,0,0.0,0.14305481109496632
41,300,0,0,0.0,0.12073185831399784
42,300,0,0,0.0,0.1697027003413711
43,300,0,0,0.0,0.12363903388476229
44,300,0,0,0.0,0.27852853943497363
45,300,0,0,0.0,0.13134198486191642
46,300,0,0,0.0,0.09824673500818304
47,300,0,0,0.0,0.1607640416560757
48,300,0,0,0.0,0.1737174696295552
49,300,0,0,0.0,0.25427654740760314
